"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5"
"USW00026435","1966-05",,"0","0","13","3","4","0","0","12","0","0","0","24","4","0.4","0.18","62","15168","671","0.63","0.4","43.3","52.8","33.9",,,,,,,
"USW00026435","1966-06",,"1","1","6","4","0","0","0","0","0","21","0","39","0","0.0","0.30","82","15315","147","0.98","0.0","60.1","72.3","47.9",,,,,,,
"USW00026435","1966-07",,"2","2","8","6","0","0","0","0","0","21","0","34","0","0.0","0.41","82","201","201","1.45","0.0","58.6","70.9","46.2",,,,,,,
"USW00026435","1966-08",,"2","0","9","6","0","0","0","5","0","6","0","29","0","0.0","0.31","80","555","354","1.57","0.0","53.6","65.4","41.8",,,,,,,
"USW00026435","1966-09",,"2","0","4","0","0","0","0","13","0","0","0","23","0","0.0","0.07","69","1114","559","0.19","0.0","46.4","57.8","34.9",,,,,,,
"USW00026435","1966-10",,"2","0","12","4","17","6","8","27","16","0","0","-12","7","2.0","0.15","59","2434","1320","0.77","9.1","22.4","29.8","15.1",,,,,,,
"USW00026435","1966-11",,"2","0","13","4","30","9","16","30","30","0","0","-41","25","6.0","0.25","29","4356","1922","1.29","23.6","0.9","9.2","-7.4",,,,,,,
"USW00026435","1966-12",,"2","0","5","1","29","1","30","31","31","0","0","-55","23","2.0","0.10","21","6847","2490","0.19","3.3","-15.3","-4.8","-25.8",,,,,,,
"USW00026435","1967-01",,"0","0","11","0","31","4","26","30","31","0","0","-51","24","2.0","0.07","22","9184","2338","0.41","8.3","-12.7","-1.8","-23.6",,,,,,,
"USW00026435","1967-02",,"0","0","9","0","28","2","21","28","28","0","0","-48","26","1.8","0.08","29","11156","1972","0.33","5.9","-5.4","6.1","-17.0",,,,,,,
"USW00026435","1967-03",,"0","0","19","4","31","11","12","31","22","0","0","-40","25","5.5","0.27","41","12753","1597","1.38","24.5","13.5","25.5","1.5",,,,,,,
"USW00026435","1967-04",,"0","0","11","2","30","5","0","28","4","0","0","8","22","3.5","0.21","61","13715","962","0.64","9.1","32.9","40.9","24.9",,,,,,,
"USW00026435","1967-05",,"0","0","5","3","1","0","0","10","0","1","0","22","1","0.2","0.17","72","14317","602","0.50","0.2","45.6","55.8","35.4",,,,,,,
"USW00026435","1967-06",,"11","11","8","4","0","0","0","0","0","17","0","37","0","0.0","0.35","86","14519","202","1.16","0.0","58.7","70.1","47.2",,,,,,,
"USW00026435","1967-07",,"15","4","15","10","0","0","0","0","0","7","0","38","0","0.0","1.30","87","242","242","4.57","0.0","57.3","66.6","48.1",,,,,,,
"USW00026435","1967-08",,"17","2","14","7","0","0","0","0","0","6","0","40","0","0.0","3.04","80","497","256","8.26","0.0","56.8","65.1","48.5",,,,,,,
"USW00026435","1967-09",,"17","0","5","1","0","0","0","5","0","0","0","23","0","0.0","0.15","67","1076","578","0.25","0.0","45.7","55.8","35.6",,,,,,,
"USW00026435","1967-10",,"17","0","6","0","9","1","5","31","15","0","0","-8","3","1.2","0.06","49","2415","1339","0.20","2.1","21.8","30.6","13.0",,,,,,,
"USW00026435","1967-11",,"17","0","14","3","28","4","13","30","24","0","0","-32","5","1.8","0.13","47","4016","1601","0.67","9.1","11.6","20.2","3.1",,,,,,,
"USW00026435","1967-12",,"17","0","13","4","31","6","16","30","29","0","0","-40","15","3.0","0.60","33","5953","1937","1.40","14.4","0.4","7.6","-6.9",,,,,,,
"USW00026435","1968-01",,"0","0","12","3","31","5","21","31","28","0","0","-57","23","4.0","0.29","35","8327","2375","0.94","12.6","-11.6","-2.1","-21.1",,,,,,,
"USW00026435","1968-02",,"0","0","3","0","29","1","22","29","23","0","0","-65","23","1.0","0.04","42","10415","2087","0.09","1.7","-7.0","5.2","-19.1",,,,,,,
"USW00026435","1968-03",,"0","0","1","0","31","0","22","31","25","0","0","-30","21","0.1","0.01","43","12092","1678","0.01","0.1","10.9","27.3","-5.5",,,,,,,
"USW00026435","1968-04",,"0","0","4","0","30","1","1","30","6","0","0","-6","18","1.5","0.07","49","13243","1150","0.12","2.5","26.7","37.1","16.2",,,,,,,
"USW00026435","1968-05",,"0","0","5","4","4","0","0","12","0","0","0","23","5","0.0","0.49","69","13858","615","1.01","0.0","45.2","56.1","34.2",,,,,,,
"USW00026435","1968-06",,"0","0","12","4","0","0","0","0","0","16","0","36","0","0.0","0.43","79","14097","240","1.04","0.0","57.0","68.9","45.1",,"340",,,"25.1",,
"USW00026435","1968-07",,"42","42","11","4","0","0","0","0","0","25","1","41","0","0.0","0.65","90","111","111","1.61","0.0","62.8","75.4","50.1",,"80",,,"17.0",,
"USW00026435","1968-08",,"53","11","8","5","0","0","0","3","0","13","0","25","0","0.0","0.34","82","380","269","1.26","0.0","56.7","68.6","44.7",,"60",,,"17.0",,
"USW00026435","1968-09",,"53","0","2","0","0","0","0","18","0","0","0","5","0","0.0","0.03","66","1141","760","0.06","0.0","39.7","50.7","28.6",,"60",,,"14.1",,
"USW00026435","1968-10",,"53","0","8","1","26","3","6","31","18","0","0","-6","5","1.0","0.10","46","2533","1393","0.38","4.5","20.1","28.7","11.5",,"40",,,"17.9",,
"USW00026435","1968-11",,"53","0","7","2","30","2","22","30","29","0","0","-25","8","1.5","0.11","34","4374","1841","0.41","4.5","3.6","11.6","-4.3",,"60",,,"17.9",,
"USW00026435","1968-12",,"53","0","4","2","31","2","28","31","29","0","0","-59","20","14.0","0.34","38","6867","2493","0.68","18.4","-15.4","-4.6","-26.3",,"70",,,"23.9",,
"USW00026435","1969-01",,"0","0","6","2","31","4","30","31","31","0","0","-66","26","2.2","0.22","15","9730","2862","0.48","7.1","-27.3","-19.5","-35.2",,"300",,,"21.0",,
"USW00026435","1969-02",,"0","0","2","0","28","0","24","28","26","0","0","-54","20","0.4","0.02","45","11772","2042","0.03","0.5","-7.9","4.5","-20.4",,"60",,,"21.0",,
"USW00026435","1969-03",,"0","0","5","1","31","3","19","31","22","0","0","-38","22","5.0","0.14","43","13536","1764","0.31","8.8","8.1","21.4","-5.2",,"70",,,"17.9",,
"USW00026435","1969-04",,"0","0","0","0","24","0","1","26","4","0","0","-6","20","0.0","0.00","61","14501","965","0.00","0.0","32.8","44.9","20.7",,"70",,,"17.0",,
"USW00026435","1969-05",,"0","0","8","3","0","0","0","10","0","3","0","25","0","0.1","0.21","75","15030","529","0.71","0.1","47.9","60.0","35.9",,"30",,,"21.0",,
"USW00026435","1969-06",,"13","13","3","2","0","0","0","2","0","23","1","30","0","0.0","0.43","93","15211","180","0.66","0.0","59.4","75.0","43.8",,,,,,,
"USW00026435","1969-07",,"13","0","16","6","0","0","0","1","0","14","0","31","0","0.0","1.14","80","222","222","2.97","0.0","57.8","67.6","48.1",,,,,,,
"USW00026435","1969-08",,"13","0","10","5","0","0","0","10","0","3","0","22","0","0.0","0.38","72","727","505","1.54","0.0","48.7","60.2","37.2",,,,,,,
"USW00026435","1969-09",,"13","0","2","1","0","0","0","17","0","1","0","12","0","0.0","0.28","73","1324","597","0.35","0.0","45.1","59.5","30.7",,,,,,,
"USW00026435","1969-10",,"13","0","3","1","1","1","2","26","12","0","0","-3","3","3.0","0.16","64","2385","1061","0.21","3.2","30.8","40.7","20.8",,,,,,,
"USW00026435","1969-11",,"13","0","10","1","30","1","18","30","28","0","0","-40","7","1.5","0.12","34","4283","1898","0.39","4.4","1.7","10.2","-6.7",,,,,,,
"USW00026435","1969-12",,"13","0","1","0","31","0","23","31","26","0","0","-26","9","0.2","0.02","35","6099","1816","0.02","0.2","6.4","15.5","-2.7",,,,,,,
"USW00026435","1970-01",,"0","0","4","0","31","0","30","31","31","0","0","-45","3","0.5","0.05","32","8611","2512","0.11","1.3","-16.0","-7.4","-24.6",,,,,,,
"USW00026435","1970-02",,"0","0","6","1","26","1","17","28","22","0","0","-39","7","1.3","0.13","39","10279","1668","0.26","2.6","5.4","16.2","-5.4",,,,,,,
"USW00026435","1970-03",,"0","0","4","0","29","1","18","30","24","0","0","-30","5","1.0","0.05","49","11888","1608","0.13","1.5","13.1","24.4","1.8",,,,,,,
"USW00026435","1970-04",,"0","0","5","1","14","3","3","28","12","0","0","-16","5","3.0","0.14","56","12990","1102","0.33","7.0","28.3","39.3","17.2",,,,,,,
"USW00026435","1970-05",,"0","0","6","1","0","0","0","14","0","3","0","25","0","0.0","0.18","72","13512","522","0.43","0.0","48.2","61.6","34.7",,,,,,,
"USW00026435","1970-06",,"0","0","13","8","0","0","0","2","0","11","0","24","0","0.0","0.67","76","13812","300","3.29","0.0","55.0","66.4","43.6",,,,,,,
"USW00026435","1970-07",,"0","0","9","4","0","0","0","0","0","16","0","39","0","0.0","0.31","85","205","205","1.39","0.0","58.4","70.1","46.7",,,,,,,
"USW00026435","1970-08",,"0","0","12","4","0","0","0","0","0","5","0","33","0","0.0","0.37","75","553","348","1.38","0.0","53.8","64.3","43.2",,,,,,,
"USW00026435","1970-09",,"0","0","9","3","6","2","0","20","3","0","0","12","1","2.0","0.24","62","1359","806","0.94","3.9","38.1","46.1","30.2",,,,,,,
"USW00026435","1970-10",,"0","0","15","5","22","4","9","30","19","0","0","-16","10","3.7","0.37","45","2835","1476","1.32","11.6","17.4","25.1","9.6",,,,,,,
"USW00026435","1970-11",,"0","0","10","6","30","7","13","30","24","0","0","-34","27","8.0","0.55","45","4432","1597","2.23","25.6","11.7","21.9","1.6",,,,,,,
"USW00026435","1970-12",,"0","0","11","5","31","4","24","31","26","0","0","-54","29","5.6","0.57","40","6740","2308","1.59","12.8","-11.9","-1.4","-22.5",,,,,,,
"USW00026435","1971-01",,"0","0","7","0","31","2","28","31","31","0","0","-67","34","3.5","0.07","25","9657","2917","0.23","6.4","-29.1","-16.5","-41.7",,,,,,,
"USW00026435","1971-02",,"0","0","7","2","28","3","26","28","27","0","0","-49","37","2.0","0.22","33","11720","2063","0.48","5.6","-8.7","1.9","-19.2",,,,,,,
"USW00026435","1971-03",,"0","0","4","1","31","2","25","31","26","0","0","-52","44","6.8","0.41","43","13862","2142","0.49","8.2","-4.1","10.4","-18.6",,,,,,,
"USW00026435","1971-04",,"0","0","3","0","30","0","10","28","12","0","0","-28","36","0.8","0.06","55","15163","1301","0.10","1.2","21.6","33.3","9.9",,,,,,,
"USW00026435","1971-05",,"0","0","1","0","5","0","0","12","0","0","0","19","13","0.0","0.04","65","15779","616","0.04","0.0","45.1","54.9","35.3",,,,,,,
"USW00026435","1971-06",,"24","24","7","1","0","0","0","0","0","19","0","40","0","0.0","0.13","87","15938","159","0.31","0.0","60.5","73.9","47.1",,,,,,,
"USW00026435","1971-07",,"26","2","18","9","0","0","0","1","0","16","0","31","0","0.0","0.91","81","198","198","3.85","0.0","58.5","70.1","46.8",,,,,,,
"USW00026435","1971-08",,"26","0","16","11","0","0","0","1","0","3","0","31","0","0.0","1.26","76","538","340","4.14","0.0","54.0","63.3","44.8",,,,,,,
"USW00026435","1971-09",,"26","0","12","6","0","0","0","11","0","0","0","22","0","0.0","0.54","64","1209","671","1.84","0.0","42.6","51.0","34.2",,,,,,,
"USW00026435","1971-10",,"26","0","18","7","23","4","0","30","21","0","0","5","5","1.8","0.25","50","2424","1215","1.76","10.5","25.8","30.2","21.5",,,,,,,
"USW00026435","1972-01",,"0","0","8","3","31","3","25","30","31","0","0","-58","25","4.8","0.39","29",,"2410","0.93","11.4","-15.3","-5.9","-24.8",,,,,,,
"USW00026435","1972-02",,"0","0","1","0","29","0","26","29","29","0","0","-55","26","0.2","0.01","23",,"2224","0.01","0.2","-11.7","0.9","-24.3",,,,,,,
"USW00026435","1972-06",,,"22","5","4","0","0","0","1","0","15","0","32","0","0.0","0.33","89",,"206","1.08","0.0","58.4","71.0","45.8",,,,,,,
"USW00026435","1972-07",,,"24","11","8","0","0","0","0","0","27","0","43","0","0.0","0.40","89","88","88","2.00","0.0","62.9","76.3","49.6",,,,,,,
"USW00026435","1972-08",,,"4","13","7","0","0","0","0","0","17","0","35","0","0.0","0.73","80","286","198","2.09","0.0","58.7","70.3","47.1",,,,,,,
"USW00026435","1973-01",,,,"2","0",,,,,,,,,,,"0.08",,,,"0.10",,,,,,,,,,,
"USW00026435","1973-02",,,"0","1","0",,,"25","28","28","0","0","-38",,,"0.01","28",,"1888","0.01",,"-2.4","10.8","-15.7",,,,,,,
"USW00026435","1973-03",,,"0","7","0","0","0","23","31","23","0","0","-27","0","0.0","0.05","52",,"1791","0.17","0.0","5.2","17.0","-6.6",,,,,,,
"USW00026435","1973-04",,,"0","2","0",,,"0","28","3","0","0","12",,,"0.06","65",,"958","0.07",,"32.1","42.5","21.7",,,,,,,
"USW00026435","1973-09",,,,"1","1","0","0",,,,,,,"0","0.0","0.15",,,,"0.15","0.0",,,,,,,,,,
"USW00026435","1973-10",,,"0","8","3","1","0","3","29","22","0","0","-11","3","0.0","0.47","45",,"1326","1.06","0.0","22.2","29.6","14.9",,,,,,,
"USW00026435","1973-11",,,"0","7","4",,,"22","29","29","0","0","-39",,,"0.27","30",,"1927","1.00",,"-1.4","7.6","-10.5",,,,,,,
"USW00026435","1975-09",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1975-10",,,"0","11","1","21","2","6","30","9","0","0","-35","4","2.0","0.14","53",,"1246","0.63","4.9","23.5","33.5","13.5",,,,,,,
"USW00026435","1975-11",,,"0","7","1","30","3","25","30","28","0","0","-35","11","3.0","0.13","30",,"2036","0.32","6.5","-7.2","1.5","-15.8",,,,,,,
"USW00026435","1975-12",,,,"1","0",,,"23","26",,,,"-58",,,"0.02",,,,"0.02",,,,"-29.6",,,,,,,
"USW00026435","1976-01",,"0","0","1","0","31","1","28","29","28","0","0","-43","5","1.5","0.01","34",,"2227","0.01","1.5","-11.8","-2.4","-21.2",,,,,,,
"USW00026435","1976-02",,"0","0","0","0",,"0","25","28","23","0","0","-51",,"0.0","0.00","44",,"2021","0.00","0.0","-15.9","-0.9","-30.8",,,,,,,
"USW00026435","1983-11",,,"0","0","0","9","2","15","28","23","0","0","-14","6","2.0","0.00","35",,"1521","0.00","3.7","10.7","19.8","1.6",,,,,,,
"USW00026435","1983-12",,,"0","6","1","30","5","20","29","28","0","0","-35","4","3.0","0.13","37",,"1689","0.35","9.5","2.1","9.3","-5.1",,,,,,,
"USW00026435","1984-01",,"0","0","9","2","31","4","22","29","29","0","0","-50","5","2.3","0.15","39",,"2032","0.48","7.6","-7.5","1.4","-16.3",,,,,,,
"USW00026435","1984-02",,"0","0","5","1","28","1","28","28","27","0","0","-49","15","12.0","0.56","4",,"2107","0.66","13.9","-15.8","-5.5","-26.1",,,,,,,
"USW00026435","1984-03",,"0","0","1","0","29","0","12","31","20","0","0","-21","8","0.4","0.01","44",,"1587","0.01","0.4","13.8","26.0","1.7",,,,,,,
"USW00026435","1984-04",,"0","0","1","0","20","0","3","26","11","0","0","-4","4","0.5","0.05","62",,"1080","0.05","0.5","27.6","38.4","16.8",,,,,,,
"USW00026435","1984-05",,"0","0","6","1","0","0","0","19","0","2","0","6","0","0.0","0.26","72",,"672","0.53","0.0","43.3","56.7","29.9",,,,,,,
"USW00026435","1984-06",,"1","1","5","2","0","0","0","0","0","29","0","33","0","0.0","0.15","81",,"154","0.36","0.0","59.9","74.7","45.1",,,,,,,
"USW00026435","1984-07",,"2","1","12","8","0","0","0","0","0","18","0","40","0","0.0","1.16","81","183","183","4.84","0.0","59.1","70.1","48.1",,,,,,,
"USW00026435","1984-08",,"2","0","9","6","0","0","0","6","0","9","0","26","0","0.0","0.56","74","558","375","1.50","0.0","52.5","64.0","41.1",,,,,,,
"USW00026435","1984-09",,"2","0","1","1","0","0","0","19","0","0","0","24","0","0.0","0.10","69","1170","612","0.10","0.0","44.6","58.0","31.2",,,,,,,
"USW00026435","1984-10",,"2","0","5","4","14","3","6","30","13","0","0","-19","3","2.5","0.19","49","2443","1272","0.70","6.9","24.0","32.2","15.7",,,,,,,
"USW00026435","1984-11",,"2","0","3","1","30","3","25","28","27","0","0","-32","4","2.0","0.13","34","4192","1750","0.26","4.0","-2.7","6.2","-11.6",,,,,,,
"USW00026435","1984-12",,,,"8","4","26","6",,,,,,,"19","6.4","0.55",,,,"1.22","18.8",,,,,,,,,,
"USW00026435","1985-01",,"0","0","3","2","29","3","16","28","20","0","0","-22","19","1.5","0.19","37",,"1422","0.41","4.0","12.2","24.2","0.1",,,,,,,
"USW00026435","1985-02",,"0","0","4","3","28","4","20","26","26","0","0","-55","14","2.0","0.15","36",,"2013","0.50","6.0","-12.7","-1.9","-23.6",,,,,,,
"USW00026435","1985-04",,,"0","3","0","30","1","12","30","16","0","0","-21","22","1.0","0.07","48",,"1440","0.15","1.2","17.0","29.2","4.8",,,,,,,
"USW00026435","1986-01",,"0","0","2","0","31","0","25","27","27","0","0","-32","4","0.0","0.05","18",,"1748","0.06","0.0","-2.5","6.8","-11.8",,,,,,,
"USW00026435","1986-02",,"0","0","2","0","28","0","13","26","18","0","0","-36","4","0.4","0.04","43",,"1313","0.05","0.4","9.5","21.0","-2.1",,,,,,,
"USW00026435","1986-03",,"0","0","2","1","29","1","21","28","23","0","0","-36","5","2.0","0.12","41",,"1534","0.13","2.0","5.7","20.9","-9.5",,,,,,,
"USW00026435","1986-04",,"0","0","1","0","15","0","9","27","8","0","0","-27","5","0.0","0.01","58",,"1087","0.01","0.0","21.2","35.1","7.4",,,,,,,
"USW00026435","1986-05",,,,"2","0","0","0",,,,,,,"0","0.0","0.09",,,,"0.17","0.0",,,,,,,,,,
"USW00026435","1986-06",,,,"4","4","0","0","0","0",,,,"36","0","0.0","0.30",,,,"0.71","0.0",,,"44.7",,,,,,,
"USW00026435","1986-07",,,,"9","8","0","0",,,,,,,"0","0.0","0.95",,,,"4.21","0.0",,,,,,,,,,
"USW00026435","1986-08",,,,"5","4","0","0","0","2",,,,"28","0","0.0","0.78",,,,"2.39","0.0",,,"42.0",,,,,,,
"USW00026435","1986-09",,,"0","7","5","0","0","0","7","0","2","0","19","0","0.0","0.38","73",,"477","1.50","0.0","46.1","54.8","37.5",,,,,,,
"USW00026435","1986-10",,,"0","6","5",,,"3","31","14","0","0","-12",,,"0.26","54",,"1224","1.04",,"25.5","32.8","18.3",,,,,,,
"USW00026435","1986-11",,,,"4","2","30","2",,,,,,,"7","1.5","0.14",,,,"0.40","3.6",,,,,,,,,,
"USW00026435","1986-12",,,"0","5","1","31","0","14","30","27","0","0","-35","7","0.3","0.14","37",,"1673","0.21","0.9","7.4","14.8","0.1",,,,,,,
"USW00026435","1987-01",,"0","0","6","2","30","3","21","29","26","0","0","-45","14","5.6","0.40","36",,"1718","0.87","9.5","1.1","10.0","-7.8",,,,,,,
"USW00026435","1987-02",,"0","0","1","0","28","0","22","26","24","0","0","-27","11","0.2","0.02","42",,"1571","0.02","0.2","-0.4","10.4","-11.3",,,,,,,
"USW00026435","1987-04",,,,"0","0","18","0","0","28",,,,"2","4","0.0","0.00",,,,"0.00","0.0",,,"18.1",,,,,,,
"USW00026435","1987-05",,,"0","0","0","0","0","0","14","0","1","0","24","0","0.0","0.00","72",,"437","0.00","0.0","48.1","62.4","33.9",,,,,,,
"USW00026435","1987-06",,,,"1","1","0","0","0","1",,,,"31","0","0.0","0.17",,,,"0.17","0.0",,,"45.9",,,,,,,
"USW00026435","1987-07",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1987-08",,,,"6","4","0","0","0","3",,,,"22","0","0.0","0.37",,,,"0.98","0.0",,,"42.2",,,,,,,
"USW00026435","1987-09",,,"0","2","0","0","0","0","17","0","0","0","22","0","0.0","0.04","65",,"568","0.07","0.0","43.1","53.7","32.6",,,,,,,
"USW00026435","1987-10",,,"0","4","0","0","0","0","24","6","0","0","5","0","0.6","0.08","58",,"916","0.16","0.6","31.2","38.5","23.9",,,,,,,
"USW00026435","1987-11",,,"0","8","1",,"3","16","27","26","0","0","-25",,"2.0","0.16","27",,"1507","0.46","6.5","4.1","11.5","-3.3",,,,,,,
"USW00026435","1987-12",,,,"6","0","28","1",,,,,,,"12","1.0","0.05",,,,"0.35","3.6",,,,,,,,,,
"USW00026435","1988-01",,,,"1","0",,"2",,,,,,,,"3.0","0.06",,,,"0.06","5.0",,,,,,,,,,
"USW00026435","1988-02",,,"0","1","0","29","0","16","29","22","0","0","-36","15","0.5","0.06","41",,"1495","0.06","0.5","7.4","15.7","-0.8",,,,,,,
"USW00026435","1988-03",,,"0","1","0","31","0","15","29","17","0","0","-18","8","0.8","0.02","47",,"1358","0.02","0.8","16.0","26.4","5.6",,,,,,,
"USW00026435","1988-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00026435","1988-05",,,,,,,,"0","4",,,,"21",,,,,,,,,,,"37.1",,,,,,,
"USW00026435","1988-06",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1988-07",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1988-11",,,,"5","1",,"2","26","26","27","0","0","-37",,"3.0","0.11","20",,,"0.21","6.1","-7.1","0.3","-14.5",,,,,,,
"USW00026435","1988-12",,,,"3","2","31","2","13","28",,,,"-47","27","3.5","0.10",,,,"0.25","7.5",,,"-6.6",,,,,,,
"USW00026435","1989-01",,"0","0","3","3","31","3","25","30","30","0","0","-65","34","2.5","0.13","28",,"2664","0.33","6.0","-23.8","-16.5","-31.1",,,,,,,
"USW00026435","1989-02",,"0","0","4","4","28","4","11","24","21","0","0","-47","40","2.0","0.60","37",,"1419","1.17","6.0","5.9","16.6","-4.8",,,,,,,
"USW00026435","1989-03",,"0","0","0","0","31","0","21","29","25","0","0","-41","41","0.0","0.00","35",,"1641","0.00","0.0","5.8","21.7","-10.0",,,,,,,
"USW00026435","1989-04",,"0","0","0","0",,"0","3","23","3","0","0","-11",,"0.0","0.00","60",,"823","0.00","0.0","33.4","46.3","20.5",,,,,,,
"USW00026435","1989-05",,,,,,,"0",,,,,,,,"0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1989-06",,,,"5","5",,"0",,,,,,,,"0.0","1.50",,,,"2.10","0.0",,,,,,,,,,
"USW00026435","1989-07",,,,"2","2","0","0",,,,,,,"0","0.0","0.20",,,,"0.32","0.0",,,,,,,,,,
"USW00026435","1989-08",,,,"4","3","0","0",,,,,,,"0","0.0","0.23",,,,"0.84","0.0",,,,,,,,,,
"USW00026435","1989-09",,,"0","2","2",,"0","0","9","0","3","0","24",,"0.0","0.15","73",,"485","0.30","0.0","46.7","57.2","36.3",,,,,,,
"USW00026435","1989-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00026435","1989-11",,,"0","4","3",,"7","22","26","26","0","0","-52",,"4.0","0.19","20",,"1996","0.63","19.0","-11.8","-4.8","-18.7",,,,,,,
"USW00026435","1989-12",,,,"2","1","31","1",,,,,,,"35","3.0","0.10",,,,"0.13","3.0",,,,,,,,,,
"USW00026435","1990-01",,"0","0","4","3","31","5","27","29","28","0","0","-54","44","3.0","0.15","31",,"2255","0.44","10.9","-15.5","-6.1","-24.8",,,,,,,
"USW00026435","1990-02",,"0","0","6","2","28","6","23","24","24","0","0","-53","57","4.0","0.26","12",,"2122","0.70","13.0","-23.4","-11.4","-35.4",,,,,,,
"USW00026435","1990-03",,"0","0","2","1","31","3","8","27","16","0","0","-23","61","2.0","0.10","46",,"1253","0.19","4.0","16.3","28.1","4.5",,,,,,,
"USW00026435","1990-04",,,,"1","1","27","1",,,,,,,"22","3.0","0.13",,,,"0.13","3.0",,,,,,,,,,
"USW00026435","1990-05",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,,,,
"USW00026435","1990-06",,,"8","8","3","0","0","0","0","0","13","0","35","0","0.0","0.97","86",,"175","1.60","0.0","58.8","71.1","46.5",,,,,,,
"USW00026435","1990-07",,,"39","6","4","0","0","0","0","0","22","0","39","0","0.0","1.20","88","93","93","2.95","0.0","63.2","75.3","51.1",,,,,,,
"USW00026435","1990-08",,,,"8","7","0","0",,,,,,,"0","0.0","1.63",,,,"3.56","0.0",,,,,,,,,,
"USW00026435","1990-09",,,"0","9","6","0","0","0","10","0","0","0","25","0","0.0","0.44","61",,"604","1.94","0.0","42.6","50.3","35.0",,,,,,,
"USW00026435","1990-11",,,"0","9","5","30","13","21","29","28","0","0","-51","30","7.0","0.62","36",,"2011","2.02","36.9","-5.3","2.7","-13.2",,,,,,,
"USW00026435","1990-12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00026435","1991-01",,"0","0","5","4","28","6","20","29","26","0","0","-58","60","19.0","0.26","45",,"1983","0.80","27.0","-3.4","6.1","-12.8",,,,,,,
"USW00026435","1991-02",,"0","0","1","0","28","1","16","25","23","0","0","-52","54","2.0","0.08","35",,"1737","0.08","2.0","-4.0","7.2","-15.3",,,,,,,
"USW00026435","1991-03",,"0","0","6","6","31","6","14","28","23","0","0","-29","72","6.0","1.11","40",,"1483","2.48","18.0","11.7","24.5","-1.0",,,,,,,
"USW00026435","1991-04",,,,"0","0","27","0",,,,,,,"40","0.0","0.00",,,,"0.00","0.0",,,,,,,,,,
"USW00026435","1991-05",,,"0","2","2","0","0","0","7","0","1","0","29","0","0.0","0.23","70",,"439","0.37","0.0","49.3","62.6","36.0",,,,,,,
"USW00026435","1991-06",,,"45","2","1","0","0","0","0","0","17","2","34","0","0.0","0.22","94",,"173","0.31","0.0","60.2","75.1","45.4",,,,,,,
"USW00026435","1991-07",,,"6","8","5","0","0","0","0","0","17","0","35","0","0.0","0.52","85","180","180","1.57","0.0","59.2","70.3","48.0",,,,,,,
"USW00026435","1991-08",,,,"8","5","0","0","0","3",,,,"26","0","0.0","0.34",,,,"1.37","0.0",,,"42.4",,,,,,,
"USW00026435","1991-09",,,,"5","4","0","0",,,,,,,"0","0.0","0.25",,,,"0.71","0.0",,,,,,,,,,
"USW00026435","1991-10",,,"0","7","1","19","4","0","31","21","0","0","1","4","2.0","0.22","55",,"1232","0.47","5.5","25.2","33.1","17.4",,,,,,,
"USW00026435","1991-11",,,"0","6","1","30","6","20","30","29","0","0","-28","13","2.0","0.12","29",,"1849","0.36","9.0","1.0","8.6","-6.6",,,,,,,
"USW00026435","1991-12",,,"0","6","4","31","8","30","30","29","0","0","-38","26","4.0","0.21","24",,"2057","0.74","13.0","-6.0","1.9","-13.9",,,,,,,
"USW00026435","1992-01",,"0","0","7","4","31","7","27","30","30","0","0","-37","36","2.0","0.30","19",,"2047","0.94","8.9","-5.6","3.6","-14.8",,,,,,,
"USW00026435","1992-02",,"0","0","7","4","27","7","27","29","29","0","0","-42","49","3.0","0.40","21",,"2094","0.88","10.9","-7.2","1.7","-16.1",,,,,,,
"USW00026435","1992-03",,"0","0","0","0","31","0","12","31","14","0","0","-49","28","0.0","0.00","48",,"1580","0.00","0.0","14.0","27.4","0.6",,,,,,,
"USW00026435","1992-04",,"0","0","2","1","28","2","7","28","11","0","0","-17","29","5.0","0.17","51",,"1144","0.22","7.0","25.7","36.3","15.0",,,,,,,
"USW00026435","1992-05",,,,"3","2","15","2","0","17",,,,"6","4","1.0","0.52",,,,"0.97","2.0",,,"28.4",,,,,,,
"USW00026435","1992-06",,,"10","10","7","0","0","0","1","0","15","0","32","0","0.0","1.00","87",,"184","2.64","0.0","58.5","71.9","45.0",,,,,,,
"USW00026435","1992-07",,,"6","8","6","0","0","0","0","0","24","0","43","0","0.0","0.58","83","111","111","1.67","0.0","61.5","72.8","50.2",,,,,,,
